Time,54 ZONE VAV:DesPer 1:Des Heat Mass Flow [kg/s],54 ZONE VAV:DesPer 1:Des Heat Cap [W],54 ZONE VAV:DesPer 1:Des Cool Mass Flow [kg/s],54 ZONE VAV:DesPer 1:Des Sens Cool Cap [W],54 ZONE VAV:DesPer 1:Des Tot Cool Cap [W],54 ZONE VAV:DesPer 2:Des Heat Mass Flow [kg/s],54 ZONE VAV:DesPer 2:Des Heat Cap [W],54 ZONE VAV:DesPer 2:Des Cool Mass Flow [kg/s],54 ZONE VAV:DesPer 2:Des Sens Cool Cap [W],54 ZONE VAV:DesPer 2:Des Tot Cool Cap [W],54 ZONE VAV:DesPer 3:Des Heat Mass Flow [kg/s],54 ZONE VAV:DesPer 3:Des Heat Cap [W],54 ZONE VAV:DesPer 3:Des Cool Mass Flow [kg/s],54 ZONE VAV:DesPer 3:Des Sens Cool Cap [W],54 ZONE VAV:DesPer 3:Des Tot Cool Cap [W],54 ZONE VAV:DesPer 4:Des Heat Mass Flow [kg/s],54 ZONE VAV:DesPer 4:Des Heat Cap [W],54 ZONE VAV:DesPer 4:Des Cool Mass Flow [kg/s],54 ZONE VAV:DesPer 4:Des Sens Cool Cap [W],54 ZONE VAV:DesPer 4:Des Tot Cool Cap [W],54 ZONE VAV:DesPer 5:Des Heat Mass Flow [kg/s],54 ZONE VAV:DesPer 5:Des Heat Cap [W],54 ZONE VAV:DesPer 5:Des Cool Mass Flow [kg/s],54 ZONE VAV:DesPer 5:Des Sens Cool Cap [W],54 ZONE VAV:DesPer 5:Des Tot Cool Cap [W],54 ZONE VAV:DesPer 6:Des Heat Mass Flow [kg/s],54 ZONE VAV:DesPer 6:Des Heat Cap [W],54 ZONE VAV:DesPer 6:Des Cool Mass Flow [kg/s],54 ZONE VAV:DesPer 6:Des Sens Cool Cap [W],54 ZONE VAV:DesPer 6:Des Tot Cool Cap [W],54 ZONE VAV:DesPer 7:Des Heat Mass Flow [kg/s],54 ZONE VAV:DesPer 7:Des Heat Cap [W],54 ZONE VAV:DesPer 7:Des Cool Mass Flow [kg/s],54 ZONE VAV:DesPer 7:Des Sens Cool Cap [W],54 ZONE VAV:DesPer 7:Des Tot Cool Cap [W]
05:40:00,3.605732E+01,0.000000E+00,4.053980E+01,4.816252E+05,1.144537E+06,3.605732E+01,0.000000E+00,3.869873E+01,3.039081E+05,9.738021E+05,3.605732E+01,0.000000E+00,3.974071E+01,3.996633E+05,1.303163E+06,3.605732E+01,0.000000E+00,3.969462E+01,3.954887E+05,1.288193E+06,4.889222E+01,1.002419E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.318191E+01,4.442773E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.845338E+01,9.589229E+05,3.605732E+01,0.000000E+00,0.000000E+00
05:50:00,3.605732E+01,0.000000E+00,4.226403E+01,5.024742E+05,1.185255E+06,3.605732E+01,0.000000E+00,4.033891E+01,3.238527E+05,1.018580E+06,3.605732E+01,0.000000E+00,4.145407E+01,4.204652E+05,1.347754E+06,3.605732E+01,0.000000E+00,4.140248E+01,4.162286E+05,1.332702E+06,4.889250E+01,1.002417E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.318210E+01,4.442758E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.845365E+01,9.589207E+05,3.605732E+01,0.000000E+00,0.000000E+00
06:00:00,3.605732E+01,0.000000E+00,4.417557E+01,5.252878E+05,1.228781E+06,3.605732E+01,0.000000E+00,4.227301E+01,3.470976E+05,1.068365E+06,3.605732E+01,0.000000E+00,4.333133E+01,4.429589E+05,1.394550E+06,3.605732E+01,0.000000E+00,4.328848E+01,4.388320E+05,1.379745E+06,4.889276E+01,1.002415E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.318227E+01,4.442743E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.845391E+01,9.589187E+05,3.605732E+01,0.000000E+00,0.000000E+00
06:10:00,3.605732E+01,0.000000E+00,4.586566E+01,5.483722E+05,1.268155E+06,3.605732E+01,0.000000E+00,4.406276E+01,3.714160E+05,1.121018E+06,3.605732E+01,0.000000E+00,4.495830E+01,4.653289E+05,1.443797E+06,3.605732E+01,0.000000E+00,4.492056E+01,4.612629E+05,1.429085E+06,4.894254E+01,1.002139E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.321107E+01,4.441101E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.850360E+01,9.586407E+05,3.605732E+01,0.000000E+00,0.000000E+00
06:20:00,3.605732E+01,0.000000E+00,4.767591E+01,5.729344E+05,1.309726E+06,3.605732E+01,0.000000E+00,4.570308E+01,3.940498E+05,1.169118E+06,3.605732E+01,0.000000E+00,4.670143E+01,4.891205E+05,1.495206E+06,3.605732E+01,0.000000E+00,4.665890E+01,4.849995E+05,1.480366E+06,4.899158E+01,1.001728E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.325396E+01,4.437583E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.855226E+01,9.582333E+05,3.605732E+01,0.000000E+00,0.000000E+00
06:30:00,3.605732E+01,0.000000E+00,4.922025E+01,5.943373E+05,1.343695E+06,3.605732E+01,0.000000E+00,4.722114E+01,4.151895E+05,1.212921E+06,3.605732E+01,0.000000E+00,4.820358E+01,5.100463E+05,1.539532E+06,3.605732E+01,0.000000E+00,4.815556E+01,5.058627E+05,1.524550E+06,4.920191E+01,1.000006E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.345540E+01,4.421162E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.876189E+01,9.565185E+05,3.605732E+01,0.000000E+00,0.000000E+00
06:40:00,3.605732E+01,0.000000E+00,5.074086E+01,6.154756E+05,1.376732E+06,3.605732E+01,0.000000E+00,4.865582E+01,4.353579E+05,1.254495E+06,3.605732E+01,0.000000E+00,4.969121E+01,5.308112E+05,1.583114E+06,3.605732E+01,0.000000E+00,4.963103E+01,5.264887E+05,1.567860E+06,4.933740E+01,9.988720E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.358232E+01,4.410690E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.889698E+01,9.553890E+05,3.605732E+01,0.000000E+00,0.000000E+00
06:50:00,3.605732E+01,0.000000E+00,5.217504E+01,6.356032E+05,1.407431E+06,3.605732E+01,0.000000E+00,5.001113E+01,4.546035E+05,1.293906E+06,3.605732E+01,0.000000E+00,5.112311E+01,5.509173E+05,1.624949E+06,3.605732E+01,0.000000E+00,5.106394E+01,5.466064E+05,1.609683E+06,4.948404E+01,9.976329E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.372316E+01,4.399004E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.904324E+01,9.541549E+05,3.605732E+01,0.000000E+00,0.000000E+00
07:00:00,3.605732E+01,0.000000E+00,5.349351E+01,6.543913E+05,1.435430E+06,3.605732E+01,0.000000E+00,5.124123E+01,4.724022E+05,1.330393E+06,3.605732E+01,0.000000E+00,5.243790E+01,5.696665E+05,1.664029E+06,3.605732E+01,0.000000E+00,5.237561E+01,5.653202E+05,1.648667E+06,4.962677E+01,9.964121E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.386029E+01,4.387544E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.918560E+01,9.529396E+05,3.605732E+01,0.000000E+00,0.000000E+00
07:10:00,3.605732E+01,0.000000E+00,5.469705E+01,6.749980E+05,1.410225E+06,3.605732E+01,0.000000E+00,5.236309E+01,4.922778E+05,1.332210E+06,3.605732E+01,0.000000E+00,5.361257E+01,5.900259E+05,1.654315E+06,3.605732E+01,0.000000E+00,5.355902E+01,5.857850E+05,1.651862E+06,4.942413E+01,9.987345E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.366626E+01,4.407711E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.898363E+01,9.552408E+05,3.605732E+01,0.000000E+00,0.000000E+00
07:20:00,3.605732E+01,0.000000E+00,5.580044E+01,6.941169E+05,1.427579E+06,3.605732E+01,0.000000E+00,5.338670E+01,5.106920E+05,1.372821E+06,3.605732E+01,0.000000E+00,5.469911E+01,6.090382E+05,1.672045E+06,3.605732E+01,0.000000E+00,5.464247E+01,6.047666E+05,1.685239E+06,4.941898E+01,9.990568E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.367163E+01,4.409077E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.897931E+01,9.555495E+05,3.605732E+01,0.000000E+00,0.000000E+00
07:30:00,3.605732E+01,0.000000E+00,5.679879E+01,7.118691E+05,1.417764E+06,3.605732E+01,0.000000E+00,5.432491E+01,5.279555E+05,1.388836E+06,3.605732E+01,0.000000E+00,5.568506E+01,6.267315E+05,1.663527E+06,3.605732E+01,0.000000E+00,5.562764E+01,6.224553E+05,1.676785E+06,4.923912E+01,1.000528E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.350234E+01,4.422881E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.880025E+01,9.570134E+05,3.605732E+01,0.000000E+00,0.000000E+00
07:40:00,3.605732E+01,0.000000E+00,5.770138E+01,7.283989E+05,1.429469E+06,3.605732E+01,0.000000E+00,5.519499E+01,5.442991E+05,1.424965E+06,3.605732E+01,0.000000E+00,5.657704E+01,6.432203E+05,1.675595E+06,3.605732E+01,0.000000E+00,5.652063E+01,6.389593E+05,1.688892E+06,4.921664E+01,1.000711E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.348964E+01,4.423916E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.877856E+01,9.571906E+05,3.605732E+01,0.000000E+00,0.000000E+00
07:50:00,3.605732E+01,0.000000E+00,5.851271E+01,7.437917E+05,1.450376E+06,3.605732E+01,0.000000E+00,5.600389E+01,5.598310E+05,1.470179E+06,3.605732E+01,0.000000E+00,5.737402E+01,6.585288E+05,1.696419E+06,3.605732E+01,0.000000E+00,5.731845E+01,6.542810E+05,1.709731E+06,4.918090E+01,1.001003E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.346346E+01,4.426051E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.874359E+01,9.574764E+05,3.605732E+01,0.000000E+00,0.000000E+00
08:00:00,3.605732E+01,0.000000E+00,5.923783E+01,7.581239E+05,1.470403E+06,3.605732E+01,0.000000E+00,5.672628E+01,5.742906E+05,1.514787E+06,3.605732E+01,0.000000E+00,5.808788E+01,6.728101E+05,1.716383E+06,3.605732E+01,0.000000E+00,5.802891E+01,6.685286E+05,1.729649E+06,4.914725E+01,1.001279E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.343922E+01,4.428027E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.871069E+01,9.577452E+05,3.605732E+01,0.000000E+00,0.000000E+00
08:10:00,3.605732E+01,0.000000E+00,6.004780E+01,7.770649E+05,1.494206E+06,3.605732E+01,0.000000E+00,5.749193E+01,5.927173E+05,1.565721E+06,3.605732E+01,0.000000E+00,5.889305E+01,6.916867E+05,1.740174E+06,3.605732E+01,0.000000E+00,5.883385E+01,6.874020E+05,1.753439E+06,4.913410E+01,1.000586E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.342662E+01,4.423984E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.869756E+01,9.570725E+05,3.605732E+01,0.000000E+00,0.000000E+00
08:20:00,3.605732E+01,0.000000E+00,6.078670E+01,7.957750E+05,1.517666E+06,3.605732E+01,0.000000E+00,5.821066E+01,6.111472E+05,1.617137E+06,3.605732E+01,0.000000E+00,5.962910E+01,7.103397E+05,1.763627E+06,3.605732E+01,0.000000E+00,5.956984E+01,7.060530E+05,1.776892E+06,4.912237E+01,1.000426E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.341535E+01,4.423278E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.868586E+01,9.569191E+05,3.605732E+01,0.000000E+00,0.000000E+00
08:30:00,3.605732E+01,0.000000E+00,6.144980E+01,8.138687E+05,1.539577E+06,3.605732E+01,0.000000E+00,5.884768E+01,6.288872E+05,1.667439E+06,3.605732E+01,0.000000E+00,6.028989E+01,7.283790E+05,1.785559E+06,3.605732E+01,0.000000E+00,6.023063E+01,7.240908E+05,1.798826E+06,4.911200E+01,1.000512E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.340558E+01,4.424082E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.867551E+01,9.570045E+05,3.605732E+01,0.000000E+00,0.000000E+00
08:40:00,3.605732E+01,0.000000E+00,6.203176E+01,8.314207E+05,1.562856E+06,3.605732E+01,0.000000E+00,5.943151E+01,6.463788E+05,1.719655E+06,3.605732E+01,0.000000E+00,6.086973E+01,7.458724E+05,1.808758E+06,3.605732E+01,0.000000E+00,6.081049E+01,7.415827E+05,1.822022E+06,4.910281E+01,1.000587E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.339745E+01,4.424751E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.866634E+01,9.570800E+05,3.605732E+01,0.000000E+00,0.000000E+00
08:50:00,3.605732E+01,0.000000E+00,6.253227E+01,8.482325E+05,1.583599E+06,3.605732E+01,0.000000E+00,5.993262E+01,6.631132E+05,1.765694E+06,3.605732E+01,0.000000E+00,6.136845E+01,7.626279E+05,1.829485E+06,3.605732E+01,0.000000E+00,6.130926E+01,7.583368E+05,1.842750E+06,4.909470E+01,1.000654E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.339025E+01,4.425343E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.865823E+01,9.571466E+05,3.605732E+01,0.000000E+00,0.000000E+00
09:00:00,3.605732E+01,0.000000E+00,6.295048E+01,8.642631E+05,1.603733E+06,3.605732E+01,0.000000E+00,6.035071E+01,6.790576E+05,1.785651E+06,3.605732E+01,0.000000E+00,6.178519E+01,7.786053E+05,1.849583E+06,3.605732E+01,0.000000E+00,6.172603E+01,7.743127E+05,1.862848E+06,4.908747E+01,1.000714E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.338406E+01,4.425853E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.865102E+01,9.572060E+05,3.605732E+01,0.000000E+00,0.000000E+00
09:10:00,3.605732E+01,0.000000E+00,6.317412E+01,8.768500E+05,1.618866E+06,3.605732E+01,0.000000E+00,6.051198E+01,6.908829E+05,1.799654E+06,3.605732E+01,0.000000E+00,6.194347E+01,7.904336E+05,1.863648E+06,3.605732E+01,0.000000E+00,6.188440E+01,7.861405E+05,1.876913E+06,4.908100E+01,1.000767E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.337881E+01,4.426285E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.864456E+01,9.572592E+05,3.605732E+01,0.000000E+00,0.000000E+00
09:20:00,3.605732E+01,0.000000E+00,6.340042E+01,8.891775E+05,1.634333E+06,3.605732E+01,0.000000E+00,6.056817E+01,7.012700E+05,1.812306E+06,3.605732E+01,0.000000E+00,6.208025E+01,8.017422E+05,1.877714E+06,3.605732E+01,0.000000E+00,6.201349E+01,7.973623E+05,1.890857E+06,4.907517E+01,1.000815E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.337407E+01,4.426674E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.863874E+01,9.573071E+05,3.605732E+01,0.000000E+00,0.000000E+00
09:30:00,3.605732E+01,0.000000E+00,6.353296E+01,9.002876E+05,1.647456E+06,3.605732E+01,0.000000E+00,6.059929E+01,7.112152E+05,1.823745E+06,3.605732E+01,0.000000E+00,6.221193E+01,8.128297E+05,1.890874E+06,3.605732E+01,0.000000E+00,6.214522E+01,8.084496E+05,1.904019E+06,4.906991E+01,1.000858E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.336977E+01,4.427028E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.863349E+01,9.573504E+05,3.605732E+01,0.000000E+00,0.000000E+00
09:40:00,3.605732E+01,0.000000E+00,6.357928E+01,9.101273E+05,1.659260E+06,3.605732E+01,0.000000E+00,6.064770E+01,7.210673E+05,1.835545E+06,3.605732E+01,0.000000E+00,6.225769E+01,8.226587E+05,1.902704E+06,3.605732E+01,0.000000E+00,6.219103E+01,8.182789E+05,1.915853E+06,4.906512E+01,1.000898E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.336584E+01,4.427352E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.862870E+01,9.573898E+05,3.605732E+01,0.000000E+00,0.000000E+00
09:50:00,3.605732E+01,0.000000E+00,6.353084E+01,9.187648E+05,1.668972E+06,3.605732E+01,0.000000E+00,6.060018E+01,7.297202E+05,1.845339E+06,3.605732E+01,0.000000E+00,6.220779E+01,8.312864E+05,1.912512E+06,3.605732E+01,0.000000E+00,6.214118E+01,8.269073E+05,1.925663E+06,4.906073E+01,1.000934E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.336223E+01,4.427649E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.862432E+01,9.574258E+05,3.605732E+01,0.000000E+00,0.000000E+00
10:00:00,3.605732E+01,0.000000E+00,6.338998E+01,9.262745E+05,1.678089E+06,3.605732E+01,0.000000E+00,6.046349E+01,7.372954E+05,1.853911E+06,3.605732E+01,0.000000E+00,6.206864E+01,8.388323E+05,1.921127E+06,3.605732E+01,0.000000E+00,6.200210E+01,8.344540E+05,1.934280E+06,4.905671E+01,1.000967E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.335890E+01,4.427923E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.862030E+01,9.574590E+05,3.605732E+01,0.000000E+00,0.000000E+00
10:10:00,3.605732E+01,0.000000E+00,6.316013E+01,9.317070E+05,1.684594E+06,3.605732E+01,0.000000E+00,6.023441E+01,7.427621E+05,1.859645E+06,3.605732E+01,0.000000E+00,6.183824E+01,8.442743E+05,1.926845E+06,3.605732E+01,0.000000E+00,6.177177E+01,8.398970E+05,1.940000E+06,4.905299E+01,1.000998E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.335582E+01,4.428176E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.861662E+01,9.574893E+05,3.605732E+01,0.000000E+00,0.000000E+00
10:20:00,3.605732E+01,0.000000E+00,6.281586E+01,9.357870E+05,1.689083E+06,3.605732E+01,0.000000E+00,5.989546E+01,7.469432E+05,1.863827E+06,3.605732E+01,0.000000E+00,6.149480E+01,8.483855E+05,1.931355E+06,3.605732E+01,0.000000E+00,6.142842E+01,8.440104E+05,1.944530E+06,4.904956E+01,1.001026E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.335296E+01,4.428411E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.861348E+01,9.575151E+05,3.605732E+01,0.000000E+00,0.000000E+00
10:30:00,3.605732E+01,0.000000E+00,6.238111E+01,9.388398E+05,1.691955E+06,3.605732E+01,0.000000E+00,5.946413E+01,7.500742E+05,1.866290E+06,3.605732E+01,0.000000E+00,6.106120E+01,8.514738E+05,1.934384E+06,3.605732E+01,0.000000E+00,6.099493E+01,8.471009E+05,1.947568E+06,4.904664E+01,1.001050E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.335031E+01,4.428630E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.861057E+01,9.575390E+05,3.605732E+01,0.000000E+00,0.000000E+00
10:40:00,3.605732E+01,0.000000E+00,6.186218E+01,9.409206E+05,1.693245E+06,3.605732E+01,0.000000E+00,5.895024E+01,7.522606E+05,1.867830E+06,3.605732E+01,0.000000E+00,6.054376E+01,8.535946E+05,1.935905E+06,3.605732E+01,0.000000E+00,6.047761E+01,8.492242E+05,1.949097E+06,4.904393E+01,1.001072E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.334783E+01,4.428834E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.860787E+01,9.575613E+05,3.605732E+01,0.000000E+00,0.000000E+00
10:50:00,3.605732E+01,0.000000E+00,6.127655E+01,9.422532E+05,1.693306E+06,3.605732E+01,0.000000E+00,5.837146E+01,7.537116E+05,1.868233E+06,3.605732E+01,0.000000E+00,5.996115E+01,8.549767E+05,1.936182E+06,3.605732E+01,0.000000E+00,5.989514E+01,8.506090E+05,1.949382E+06,4.904141E+01,1.001093E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.334552E+01,4.429024E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.860535E+01,9.575821E+05,3.605732E+01,0.000000E+00,0.000000E+00
11:00:00,3.605732E+01,0.000000E+00,6.063344E+01,9.429225E+05,1.692271E+06,3.605732E+01,0.000000E+00,5.773288E+01,7.544668E+05,1.867474E+06,3.605732E+01,0.000000E+00,5.931844E+01,8.556592E+05,1.935234E+06,3.605732E+01,0.000000E+00,5.925258E+01,8.512944E+05,1.948440E+06,4.903907E+01,1.001112E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.334336E+01,4.429201E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.860301E+01,9.576014E+05,3.605732E+01,0.000000E+00,0.000000E+00
11:10:00,3.605732E+01,0.000000E+00,5.994541E+01,9.404593E+05,1.687647E+06,3.605732E+01,0.000000E+00,5.705420E+01,7.521382E+05,1.863143E+06,3.605732E+01,0.000000E+00,5.863399E+01,8.532466E+05,1.930721E+06,3.605732E+01,0.000000E+00,5.856831E+01,8.488849E+05,1.943925E+06,4.903688E+01,1.001130E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.334135E+01,4.429367E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.860082E+01,9.576194E+05,3.605732E+01,0.000000E+00,0.000000E+00
11:20:00,3.605732E+01,0.000000E+00,5.925120E+01,9.379259E+05,1.682768E+06,3.605732E+01,0.000000E+00,5.636613E+01,7.496823E+05,1.858390E+06,3.605732E+01,0.000000E+00,5.794277E+01,8.507483E+05,1.925865E+06,3.605732E+01,0.000000E+00,5.787728E+01,8.463888E+05,1.939068E+06,4.903482E+01,1.001147E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.333946E+01,4.429523E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.859877E+01,9.576363E+05,3.605732E+01,0.000000E+00,0.000000E+00
11:30:00,3.605732E+01,0.000000E+00,5.855982E+01,9.354240E+05,1.677785E+06,3.605732E+01,0.000000E+00,5.568428E+01,7.472979E+05,1.853524E+06,3.605732E+01,0.000000E+00,5.725479E+01,8.482860E+05,1.920887E+06,3.605732E+01,0.000000E+00,5.718950E+01,8.439289E+05,1.934090E+06,4.903290E+01,1.001163E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.333768E+01,4.429669E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.859685E+01,9.576521E+05,3.605732E+01,0.000000E+00,0.000000E+00
11:40:00,3.605732E+01,0.000000E+00,5.788834E+01,9.331458E+05,1.672977E+06,3.605732E+01,0.000000E+00,5.502182E+01,7.451239E+05,1.848758E+06,3.605732E+01,0.000000E+00,5.658698E+01,8.460501E+05,1.916069E+06,3.605732E+01,0.000000E+00,5.652192E+01,8.416954E+05,1.929269E+06,4.903109E+01,1.001178E+06,3.605732E+01,0.000000E+00,0.000000E+00,4.333601E+01,4.429806E+05,3.605732E+01,0.000000E+00,0.000000E+00,4.859504E+01,9.576670E+05,3.605732E+01,0.000000E+00,0.000000E+00
